student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
7675,16,female,private,graduate,4.5,100.0,yes,>60 min,yes,mixed,65.2,73.5,76.6,71.8,c
7676,17,female,public,post graduate,1.5,89.3,yes,15-30 min,no,coaching,45.1,40.8,43.8,43.2,f
7677,18,female,private,diploma,6.4,72.7,yes,15-30 min,no,group study,80.5,84.5,77.3,80.8,b
7678,19,male,private,post graduate,7.3,50.0,yes,15-30 min,yes,group study,88.4,79.2,90.3,86.0,a
7679,14,other,private,post graduate,7.6,73.6,yes,15-30 min,no,textbook,95.1,96.4,95.6,95.7,a
7680,14,other,private,post graduate,6.7,65.9,yes,15-30 min,yes,online videos,88.0,78.1,82.7,82.9,b
7681,19,other,private,phd,3.6,68.3,yes,15-30 min,no,notes,64.5,61.0,55.6,60.4,d
7682,17,male,public,diploma,6.2,81.0,yes,<15 min,yes,coaching,93.2,93.8,81.8,89.6,a
7683,17,other,private,no formal,7.4,66.0,yes,15-30 min,yes,textbook,89.0,86.0,77.7,84.2,b
7684,16,male,private,no formal,6.3,94.0,yes,15-30 min,no,mixed,83.4,83.0,87.0,84.5,b
7685,14,female,public,phd,6.1,67.4,yes,<15 min,yes,coaching,81.8,81.9,81.6,81.8,b
7686,18,other,public,high school,4.7,60.3,yes,15-30 min,no,group study,55.6,62.7,56.3,58.2,d
7687,18,female,public,diploma,2.3,84.4,yes,<15 min,yes,textbook,53.3,52.3,41.8,49.1,e
7688,16,male,private,diploma,8.0,74.6,yes,15-30 min,no,textbook,91.9,90.8,96.9,93.2,a
7689,16,male,private,high school,4.2,87.3,yes,15-30 min,yes,coaching,66.4,74.3,71.8,70.8,c
7690,18,female,public,graduate,6.9,77.5,yes,15-30 min,yes,mixed,88.5,86.1,88.4,87.7,a
7691,14,other,private,post graduate,8.0,55.0,yes,30-60 min,no,mixed,91.2,86.1,92.9,90.1,a
7692,18,other,private,high school,6.2,79.4,yes,30-60 min,no,mixed,78.5,76.6,80.4,78.5,b
7693,15,other,private,graduate,6.8,61.9,yes,>60 min,no,mixed,78.1,80.6,80.6,79.8,b
7694,17,other,private,graduate,2.2,77.1,yes,<15 min,no,coaching,48.1,49.3,49.8,49.1,e
7695,19,other,private,diploma,2.7,66.4,yes,15-30 min,no,textbook,48.5,44.5,47.3,46.8,e
7696,17,other,public,high school,7.0,72.0,yes,<15 min,yes,textbook,89.7,87.6,86.5,87.9,a
7697,16,male,private,post graduate,3.1,75.6,yes,<15 min,yes,group study,57.0,55.5,58.3,56.9,d
7698,17,other,private,diploma,1.3,85.6,yes,30-60 min,yes,online videos,42.2,41.6,43.4,42.4,f
7699,16,female,public,diploma,0.7,67.1,yes,30-60 min,no,group study,28.0,26.3,34.1,29.5,f
7700,15,other,private,graduate,3.8,50.0,yes,15-30 min,no,group study,42.5,51.9,49.0,47.8,e
7701,19,male,public,phd,3.8,61.2,yes,<15 min,no,group study,58.3,53.8,52.9,55.0,d
7702,18,other,private,diploma,6.4,76.9,no,15-30 min,yes,online videos,74.8,81.9,81.4,79.4,b
7703,17,other,private,graduate,2.1,92.0,no,15-30 min,no,coaching,51.6,52.0,45.8,49.8,e
7704,16,other,private,diploma,7.2,79.3,yes,15-30 min,yes,textbook,97.8,96.7,88.3,94.3,a
7705,14,other,private,high school,1.6,89.3,yes,15-30 min,no,online videos,40.3,34.8,38.0,37.7,f
7706,14,female,private,no formal,1.7,77.3,yes,<15 min,yes,textbook,34.6,39.5,40.0,38.0,f
7707,17,female,private,no formal,4.6,78.1,yes,15-30 min,yes,mixed,66.6,66.4,66.4,66.5,c
7708,18,female,private,no formal,4.4,71.5,yes,15-30 min,no,online videos,55.9,57.1,63.5,58.8,d
7709,17,male,private,diploma,5.5,90.1,yes,<15 min,yes,textbook,76.4,77.0,77.4,76.9,b
7710,18,male,private,no formal,1.7,98.7,yes,30-60 min,yes,online videos,53.4,42.5,54.2,50.0,e
7711,14,male,private,post graduate,5.0,61.1,yes,30-60 min,no,textbook,64.3,68.7,66.9,66.6,c
7712,16,female,public,phd,0.6,78.2,yes,>60 min,yes,coaching,28.1,27.3,29.5,28.3,f
7713,15,other,private,diploma,0.5,57.8,yes,15-30 min,no,textbook,27.7,18.7,17.9,21.4,f
7714,16,other,public,diploma,8.0,99.1,yes,<15 min,yes,notes,100.0,100.0,100.0,100.0,a
7715,14,male,private,high school,6.5,77.5,yes,15-30 min,yes,textbook,87.5,79.2,77.0,81.2,b
7716,19,male,public,graduate,4.3,74.7,yes,15-30 min,yes,online videos,62.9,65.7,66.9,65.2,c
7717,15,male,public,graduate,0.5,58.6,yes,15-30 min,no,group study,29.0,22.3,25.6,25.6,f
7718,19,male,public,high school,3.3,71.8,yes,15-30 min,yes,coaching,62.6,53.7,51.4,55.9,d
7719,16,male,public,high school,5.2,73.9,yes,30-60 min,no,textbook,68.4,62.0,64.6,65.0,c
7720,19,female,public,graduate,3.3,59.5,yes,15-30 min,yes,online videos,55.6,45.3,49.6,50.2,e
7721,17,female,public,diploma,7.6,77.2,yes,<15 min,no,group study,93.7,94.4,94.7,94.3,a
7722,19,female,public,graduate,5.6,62.6,yes,15-30 min,yes,group study,75.3,76.8,72.9,75.0,b
7723,14,female,public,phd,2.3,81.3,yes,>60 min,no,mixed,54.0,48.2,45.5,49.2,e
7724,18,female,private,post graduate,0.8,60.8,no,15-30 min,no,coaching,23.0,28.1,27.5,26.2,f
7725,19,other,public,high school,6.2,77.3,yes,30-60 min,yes,textbook,73.2,77.8,72.1,74.4,c
7726,15,other,private,graduate,6.1,72.2,yes,<15 min,yes,coaching,72.3,80.3,79.5,77.4,b
7727,14,female,private,diploma,5.9,79.3,yes,>60 min,no,notes,81.4,81.2,78.6,80.4,b
7728,16,male,public,post graduate,7.9,77.4,yes,<15 min,no,mixed,95.0,100.0,97.6,97.5,a
7729,19,male,public,post graduate,5.3,76.4,yes,>60 min,no,mixed,75.8,77.1,65.9,72.9,c
7730,17,male,private,high school,4.5,64.3,yes,<15 min,no,mixed,69.1,67.1,60.0,65.4,c
7731,17,female,private,high school,5.9,83.0,yes,15-30 min,yes,online videos,88.9,83.3,83.5,85.2,a
7732,15,male,public,diploma,6.9,79.1,yes,<15 min,no,textbook,84.6,88.4,92.1,88.4,a
7733,14,female,public,no formal,5.8,84.2,yes,15-30 min,no,group study,78.0,75.9,70.7,74.9,c
7734,18,male,public,graduate,4.3,74.6,yes,>60 min,yes,group study,64.2,63.4,64.6,64.1,d
7735,14,other,private,graduate,6.4,72.4,no,<15 min,yes,group study,84.9,81.8,84.0,83.6,b
7736,17,male,private,high school,4.5,60.4,yes,15-30 min,no,online videos,54.3,64.5,59.2,59.3,d
7737,19,female,public,diploma,3.2,65.5,yes,<15 min,yes,coaching,61.6,56.1,55.8,57.8,d
7738,15,male,public,graduate,4.5,68.2,yes,15-30 min,no,textbook,64.2,68.7,56.3,63.1,d
7739,17,male,public,no formal,3.6,88.8,yes,15-30 min,no,online videos,71.4,56.5,61.1,63.0,d
7740,14,other,private,graduate,4.1,57.1,yes,15-30 min,no,group study,55.3,64.3,53.5,57.7,d
7741,17,other,private,diploma,2.4,55.7,no,>60 min,no,notes,37.6,34.2,31.1,34.3,f
7742,15,male,private,graduate,6.4,74.0,no,<15 min,yes,notes,83.0,88.2,87.9,86.4,a
7743,17,other,public,graduate,4.7,64.0,yes,15-30 min,no,online videos,62.5,63.4,68.4,64.8,d
7744,16,female,private,graduate,5.8,69.5,yes,<15 min,no,coaching,73.7,79.4,70.8,74.6,c
7745,16,female,public,no formal,5.3,68.7,yes,<15 min,yes,notes,68.8,67.9,79.6,72.1,c
7746,17,female,private,post graduate,2.3,65.9,yes,15-30 min,yes,notes,38.0,46.3,47.2,43.8,f
7747,15,other,public,graduate,7.1,64.0,yes,>60 min,no,group study,81.1,83.9,77.6,80.9,b
7748,18,male,private,graduate,3.8,61.6,yes,<15 min,no,notes,59.7,54.0,54.2,56.0,d
7749,16,female,public,high school,3.5,69.7,yes,<15 min,no,online videos,51.3,50.4,58.5,53.4,e
7750,17,male,private,high school,4.7,53.9,no,15-30 min,yes,notes,52.4,59.0,60.5,57.3,d
7751,15,other,public,post graduate,4.8,83.7,yes,<15 min,yes,notes,71.1,78.3,70.3,73.2,c
7752,17,other,public,diploma,8.0,62.3,yes,<15 min,yes,coaching,93.1,93.3,94.6,93.7,a
7753,15,other,public,graduate,5.6,81.5,no,15-30 min,yes,coaching,75.9,77.3,83.9,79.0,b
7754,16,other,private,diploma,3.2,65.5,yes,30-60 min,yes,textbook,39.8,53.7,52.6,48.7,e
7755,15,other,public,graduate,8.0,89.9,yes,30-60 min,yes,group study,100.0,100.0,100.0,100.0,a
7756,18,other,public,no formal,0.7,75.6,yes,15-30 min,no,online videos,37.0,30.5,30.6,32.7,f
7757,15,other,public,high school,3.2,59.5,no,30-60 min,yes,notes,39.4,52.8,32.6,41.6,f
7758,18,other,public,no formal,3.1,100.0,yes,<15 min,yes,coaching,60.2,55.5,63.3,59.7,d
7759,18,male,public,diploma,4.3,69.0,yes,<15 min,no,notes,63.9,58.3,57.6,59.9,d
7760,15,female,public,post graduate,5.0,67.0,yes,<15 min,no,textbook,73.6,70.3,69.0,71.0,c
7761,17,other,public,diploma,5.2,68.0,yes,>60 min,no,coaching,63.0,66.4,53.7,61.0,d
7762,14,other,public,post graduate,5.2,80.7,yes,30-60 min,yes,mixed,73.5,73.2,72.2,73.0,c
7763,16,other,private,high school,5.6,54.1,no,30-60 min,yes,coaching,69.9,57.4,70.7,66.0,c
7764,17,other,public,post graduate,4.1,77.0,yes,30-60 min,yes,mixed,69.6,60.9,63.8,64.8,d
7765,17,other,private,diploma,7.1,50.7,yes,<15 min,no,mixed,73.1,77.4,79.8,76.8,b
7766,17,female,public,diploma,0.8,73.9,yes,<15 min,no,coaching,31.9,33.4,36.7,34.0,f
7767,15,male,private,graduate,0.5,91.2,yes,>60 min,no,online videos,35.6,37.5,33.4,35.5,f
7768,16,male,public,diploma,5.9,67.0,yes,15-30 min,yes,notes,77.2,76.9,77.4,77.2,b
7769,14,female,private,high school,3.5,87.8,yes,30-60 min,yes,mixed,57.5,65.1,54.9,59.2,d
7770,17,female,public,no formal,8.0,51.0,yes,<15 min,no,textbook,80.8,83.3,80.5,81.5,b
7771,16,female,public,high school,6.5,66.0,yes,<15 min,yes,group study,78.5,81.6,86.2,82.1,b
7772,17,female,public,post graduate,5.5,57.4,yes,30-60 min,yes,online videos,72.5,70.1,70.3,71.0,c
7773,15,other,public,phd,3.2,100.0,yes,<15 min,no,mixed,58.7,61.3,74.0,64.7,d
7774,16,female,public,high school,5.7,69.1,yes,<15 min,yes,coaching,68.7,79.6,75.3,74.5,c
7775,16,other,public,diploma,3.4,65.6,yes,15-30 min,yes,online videos,56.0,50.8,51.8,52.9,e
7776,14,other,private,no formal,4.4,71.3,yes,15-30 min,yes,mixed,62.6,65.5,56.7,61.6,d
7777,16,female,public,high school,3.6,75.1,yes,15-30 min,no,mixed,55.1,55.8,61.0,57.3,d
7778,18,female,public,diploma,4.8,69.7,yes,>60 min,no,group study,65.8,65.9,64.6,65.4,c
7779,18,other,private,graduate,3.7,57.8,yes,30-60 min,yes,textbook,54.3,51.2,49.4,51.6,e
7780,16,other,private,no formal,6.4,94.4,yes,15-30 min,yes,group study,86.4,89.0,90.5,88.6,a
7781,16,male,public,post graduate,5.2,90.7,yes,<15 min,no,coaching,79.7,84.6,85.1,83.1,b
7782,14,male,private,high school,3.2,79.8,yes,<15 min,no,online videos,52.5,55.2,52.8,53.5,e
7783,18,male,public,graduate,3.3,79.0,no,<15 min,yes,notes,54.7,59.3,65.7,59.9,d
7784,14,male,public,graduate,1.5,78.1,no,>60 min,yes,textbook,36.7,36.1,36.5,36.4,f
7785,19,male,public,high school,0.5,68.4,yes,30-60 min,yes,mixed,27.7,35.5,26.1,29.8,f
7786,16,male,public,graduate,6.3,66.9,no,<15 min,yes,mixed,70.7,77.7,87.6,78.7,b
7787,16,female,public,high school,3.5,98.0,yes,15-30 min,yes,notes,62.3,62.4,66.9,63.9,d
7788,19,other,public,high school,1.6,84.0,yes,15-30 min,yes,mixed,44.4,45.0,44.8,44.7,f
7789,14,other,public,no formal,5.2,55.9,no,15-30 min,no,online videos,59.8,62.6,68.6,63.7,d
7790,17,other,private,diploma,2.7,68.5,yes,<15 min,no,coaching,55.3,47.4,47.8,50.2,e
7791,17,other,private,no formal,4.1,82.0,yes,15-30 min,no,coaching,61.7,63.0,62.8,62.5,d
7792,15,other,private,diploma,1.5,80.3,yes,30-60 min,no,notes,39.3,39.9,40.0,39.7,f
7793,16,female,private,no formal,5.7,82.6,yes,<15 min,no,online videos,79.7,83.0,80.1,80.9,b
7794,17,male,private,high school,4.5,53.6,yes,<15 min,yes,notes,55.8,53.4,49.3,52.8,e
7795,17,other,private,phd,5.3,79.6,yes,15-30 min,yes,group study,86.6,79.4,74.4,80.1,b
7796,14,other,private,post graduate,3.3,91.1,yes,30-60 min,yes,group study,61.0,66.5,56.1,61.2,d
7797,19,female,public,high school,4.8,53.3,yes,<15 min,yes,mixed,54.4,59.3,57.3,57.0,d
7798,15,male,public,graduate,1.1,100.0,yes,>60 min,yes,notes,37.6,49.1,46.6,44.4,f
7799,15,other,private,graduate,8.0,79.8,yes,30-60 min,yes,mixed,98.1,96.3,100.0,98.1,a
7800,15,male,public,high school,5.2,76.6,yes,15-30 min,yes,group study,72.5,76.3,71.5,73.4,c
7801,14,male,public,diploma,8.0,61.3,yes,30-60 min,no,notes,86.9,97.7,94.3,93.0,a
7802,15,other,public,post graduate,3.7,65.8,yes,15-30 min,no,online videos,62.6,65.3,59.2,62.4,d
7803,19,female,private,graduate,2.0,69.6,yes,<15 min,no,mixed,46.2,42.3,46.0,44.8,f
7804,16,other,public,graduate,3.2,54.5,yes,<15 min,yes,mixed,50.7,49.6,48.0,49.4,e
7805,14,other,public,diploma,4.2,70.5,yes,<15 min,no,mixed,65.0,60.7,55.5,60.4,d
7806,14,female,public,graduate,4.0,62.2,yes,>60 min,yes,group study,60.4,58.3,64.0,60.9,d
7807,17,female,private,diploma,8.0,84.8,yes,15-30 min,no,textbook,96.5,100.0,95.7,97.4,a
7808,18,male,public,graduate,2.4,50.0,yes,>60 min,yes,mixed,38.1,37.3,33.0,36.1,f
7809,15,male,public,graduate,2.9,71.4,yes,>60 min,no,notes,42.8,52.3,46.9,47.3,e
7810,14,other,private,no formal,5.8,61.1,yes,<15 min,no,mixed,78.9,69.8,67.5,72.1,c
7811,15,female,private,graduate,0.8,75.0,yes,<15 min,yes,group study,33.0,37.7,36.5,35.7,f
7812,14,male,private,graduate,4.2,100.0,no,>60 min,no,coaching,61.0,68.0,66.1,65.0,c
7813,14,male,private,no formal,4.6,99.1,no,<15 min,yes,group study,69.8,71.2,70.0,70.3,c
7814,16,female,public,diploma,5.2,67.9,yes,15-30 min,no,online videos,68.2,65.9,65.7,66.6,c
7815,15,female,private,post graduate,5.0,72.3,yes,<15 min,yes,textbook,74.0,71.9,70.1,72.0,c
7816,16,female,public,phd,8.0,62.9,no,>60 min,yes,textbook,92.3,93.5,85.3,90.4,a
7817,15,female,private,post graduate,2.3,72.8,yes,<15 min,yes,group study,51.9,57.3,47.4,52.2,e
7818,19,male,public,high school,2.9,85.6,yes,30-60 min,yes,coaching,54.3,50.1,52.9,52.4,e
7819,19,female,public,diploma,5.6,56.1,yes,30-60 min,no,textbook,68.2,60.5,66.4,65.0,c
7820,17,other,public,high school,4.8,97.6,yes,>60 min,yes,group study,63.8,74.0,68.8,68.9,c
7821,16,male,public,graduate,5.0,88.2,yes,15-30 min,no,textbook,72.6,71.4,69.1,71.0,c
7822,16,other,public,post graduate,1.2,87.5,yes,15-30 min,yes,notes,49.5,48.1,40.0,45.9,e
7823,16,female,private,post graduate,8.0,80.5,yes,15-30 min,yes,coaching,100.0,100.0,95.0,98.3,a
7824,17,other,private,post graduate,5.2,62.0,no,15-30 min,no,mixed,63.9,65.5,64.6,64.7,d
7825,16,male,public,no formal,0.8,89.6,no,<15 min,yes,textbook,33.4,33.1,24.6,30.4,f
7826,18,other,public,no formal,5.6,70.4,yes,15-30 min,no,group study,69.4,73.4,67.9,70.2,c
7827,19,female,private,post graduate,1.9,50.7,yes,<15 min,no,mixed,30.6,35.7,38.7,35.0,f
7828,16,other,private,post graduate,6.3,76.1,yes,15-30 min,no,mixed,84.2,81.5,85.3,83.7,b
7829,17,male,public,diploma,1.4,58.3,no,30-60 min,no,coaching,28.8,26.8,31.0,28.9,f
7830,14,other,private,diploma,6.4,66.3,yes,<15 min,yes,group study,76.2,83.4,77.7,79.1,b
7831,15,other,private,diploma,1.6,85.2,yes,30-60 min,no,notes,35.5,44.7,45.1,41.8,f
7832,16,female,public,graduate,2.1,73.3,yes,15-30 min,no,online videos,48.8,42.0,39.0,43.3,f
7833,15,female,public,high school,4.6,74.5,yes,15-30 min,yes,group study,58.7,61.8,63.1,61.2,d
7834,18,female,public,diploma,2.9,91.8,no,<15 min,no,textbook,56.8,55.8,51.8,54.8,e
7835,15,male,private,graduate,3.1,50.0,yes,>60 min,yes,coaching,48.6,47.6,45.3,47.2,e
7836,16,other,public,high school,0.9,91.2,yes,15-30 min,no,group study,35.2,36.1,35.1,35.5,f
7837,17,male,public,phd,3.5,77.1,yes,>60 min,no,online videos,59.8,53.1,56.8,56.6,d
7838,17,male,private,high school,6.2,74.0,yes,30-60 min,no,group study,70.5,76.0,74.5,73.7,c
7839,16,other,public,diploma,8.0,74.5,yes,>60 min,no,coaching,97.8,92.9,100.0,96.9,a
7840,18,male,private,diploma,6.1,84.2,yes,<15 min,no,textbook,84.8,83.4,81.2,83.1,b
7841,17,other,public,diploma,5.7,89.8,yes,15-30 min,no,online videos,82.6,76.3,74.0,77.6,b
7842,16,other,private,high school,0.6,71.6,yes,15-30 min,yes,online videos,31.9,31.9,35.6,33.1,f
7843,14,female,private,diploma,4.2,73.1,yes,30-60 min,yes,coaching,64.1,61.9,63.4,63.1,d
7844,16,other,private,no formal,2.8,83.8,yes,>60 min,yes,online videos,45.4,51.1,57.5,51.3,e
7845,18,other,public,diploma,1.0,50.0,yes,<15 min,yes,group study,28.9,31.4,31.0,30.4,f
7846,17,male,public,high school,1.5,73.6,yes,30-60 min,no,notes,36.1,29.0,29.0,31.4,f
7847,18,other,private,no formal,5.7,82.2,yes,30-60 min,no,online videos,77.4,79.9,68.8,75.4,b
7848,16,male,public,phd,3.1,67.9,yes,15-30 min,no,textbook,51.3,51.9,55.8,53.0,e
7849,14,female,private,graduate,1.1,63.5,yes,<15 min,no,mixed,32.2,32.4,33.3,32.6,f
7850,14,female,private,high school,2.9,72.8,yes,15-30 min,yes,textbook,51.4,47.7,40.9,46.7,e
7851,16,other,private,phd,4.9,66.6,yes,<15 min,no,coaching,56.9,75.8,65.4,66.0,c
7852,17,male,public,high school,2.8,71.5,yes,>60 min,no,group study,47.8,43.3,39.5,43.5,f
7853,18,male,private,high school,1.6,68.2,no,30-60 min,no,notes,30.1,31.8,28.9,30.3,f
7854,15,female,private,no formal,2.3,97.5,yes,30-60 min,no,textbook,48.9,46.7,45.4,47.0,e
7855,16,female,public,graduate,6.2,58.6,yes,30-60 min,yes,mixed,71.8,76.0,81.8,76.5,b
7856,16,other,private,graduate,0.5,87.0,yes,15-30 min,no,textbook,38.0,34.6,28.0,33.5,f
7857,16,female,public,no formal,3.7,66.5,yes,>60 min,yes,online videos,55.7,53.7,47.1,52.2,e
7858,15,male,private,no formal,4.0,79.7,yes,30-60 min,no,online videos,60.2,61.1,56.6,59.3,d
7859,15,male,private,diploma,2.6,84.3,yes,>60 min,no,online videos,46.1,46.6,51.7,48.1,e
7860,15,female,public,graduate,2.2,97.0,yes,15-30 min,yes,mixed,50.9,47.3,55.7,51.3,e
7861,14,female,public,post graduate,6.4,80.7,yes,<15 min,yes,coaching,88.2,89.3,86.2,87.9,a
7862,15,male,public,diploma,6.4,69.3,yes,15-30 min,yes,online videos,76.7,89.6,81.7,82.7,b
7863,14,male,private,graduate,4.5,75.9,yes,30-60 min,no,mixed,69.0,64.5,68.5,67.3,c
7864,17,male,private,graduate,3.1,100.0,yes,30-60 min,yes,coaching,64.5,60.7,59.5,61.6,d
7865,16,male,public,graduate,4.5,77.4,yes,15-30 min,no,textbook,64.2,59.0,68.2,63.8,d
7866,19,female,private,diploma,5.1,56.2,yes,15-30 min,no,textbook,60.5,57.6,65.4,61.2,d
7867,15,other,private,no formal,4.0,69.5,yes,<15 min,yes,mixed,59.4,59.9,52.0,57.1,d
7868,16,female,private,graduate,5.2,69.1,yes,15-30 min,yes,notes,70.2,63.7,74.4,69.4,c
7869,16,other,private,graduate,3.5,85.5,yes,15-30 min,yes,textbook,61.8,64.5,63.4,63.2,d
7870,14,male,public,high school,0.5,57.4,yes,<15 min,no,coaching,19.2,17.7,26.8,21.2,f
7871,18,female,private,diploma,3.8,67.7,yes,15-30 min,no,textbook,51.2,61.1,48.4,53.6,e
7872,14,female,public,diploma,5.7,78.1,yes,15-30 min,no,mixed,85.2,83.4,83.1,83.9,b
7873,19,other,private,high school,4.3,71.0,yes,30-60 min,yes,textbook,63.5,55.0,60.2,59.6,d
7874,18,other,private,high school,5.0,76.3,no,30-60 min,no,textbook,62.4,57.7,66.8,62.3,d
7875,17,other,public,high school,3.7,77.1,yes,15-30 min,no,online videos,54.5,60.6,62.5,59.2,d
7876,17,female,public,diploma,3.8,78.1,yes,30-60 min,no,online videos,57.0,63.2,61.0,60.4,d
7877,17,male,public,diploma,4.6,61.7,yes,<15 min,no,online videos,60.7,62.8,67.8,63.8,d
7878,16,other,public,diploma,8.0,86.5,yes,15-30 min,yes,group study,99.4,100.0,100.0,99.8,a
7879,17,other,public,no formal,6.1,67.3,yes,15-30 min,no,notes,75.0,72.1,69.3,72.1,c
7880,14,other,private,graduate,5.8,74.8,yes,15-30 min,no,online videos,86.2,72.9,77.1,78.7,b
7881,14,other,public,no formal,4.7,57.5,no,<15 min,no,coaching,66.5,59.9,59.5,62.0,d
7882,16,other,public,high school,1.4,75.6,yes,<15 min,no,group study,44.9,39.2,36.5,40.2,f
7883,17,female,public,diploma,6.9,77.7,yes,15-30 min,no,textbook,82.9,84.0,92.9,86.6,a
7884,18,other,public,graduate,6.2,75.5,yes,30-60 min,no,notes,83.2,74.9,81.8,80.0,b
7885,14,other,public,post graduate,5.1,63.8,yes,15-30 min,yes,textbook,69.8,68.2,60.9,66.3,c
7886,18,other,public,no formal,4.2,91.2,yes,15-30 min,no,mixed,65.6,61.8,68.1,65.2,c
7887,15,female,public,diploma,5.4,83.4,yes,30-60 min,yes,group study,77.3,69.6,84.4,77.1,b
7888,16,male,public,diploma,3.8,73.0,yes,<15 min,no,coaching,63.3,61.0,64.0,62.8,d
7889,16,other,public,graduate,5.8,72.9,no,15-30 min,yes,textbook,76.6,75.0,81.6,77.7,b
7890,16,other,private,high school,2.4,64.4,yes,30-60 min,no,notes,40.8,42.7,48.3,43.9,f
7891,15,other,public,graduate,0.5,66.0,yes,<15 min,yes,mixed,31.5,31.0,21.3,27.9,f
7892,16,male,public,graduate,1.7,96.0,yes,15-30 min,yes,textbook,49.1,58.3,55.5,54.3,e
7893,18,female,private,post graduate,4.6,69.8,yes,15-30 min,yes,notes,63.7,69.6,69.2,67.5,c
7894,16,male,private,phd,3.6,100.0,no,15-30 min,yes,group study,65.3,68.3,66.3,66.6,c
7895,16,other,public,post graduate,3.9,58.3,yes,30-60 min,no,mixed,45.0,56.2,59.3,53.5,e
7896,18,male,public,graduate,1.4,80.3,yes,15-30 min,yes,notes,44.9,41.9,49.5,45.4,e
7897,17,other,private,post graduate,4.9,78.3,yes,30-60 min,yes,notes,67.6,67.2,74.3,69.7,c
7898,16,male,private,high school,2.0,75.5,yes,15-30 min,yes,coaching,44.1,43.8,44.9,44.3,f
7899,15,male,public,no formal,5.3,52.1,yes,15-30 min,yes,group study,62.9,64.9,72.4,66.7,c
7900,18,female,public,diploma,1.2,55.3,yes,>60 min,no,online videos,29.8,35.4,33.4,32.9,f
7901,17,male,private,phd,2.4,77.8,yes,15-30 min,yes,group study,52.9,53.1,53.7,53.2,e
7902,15,female,private,graduate,2.1,60.3,yes,<15 min,yes,mixed,45.3,38.1,42.9,42.1,f
7903,15,other,public,high school,5.5,92.4,yes,15-30 min,no,mixed,77.4,77.6,78.6,77.9,b
7904,18,other,public,graduate,3.3,71.8,yes,>60 min,no,coaching,48.2,57.5,44.2,50.0,e
7905,14,male,public,no formal,5.2,78.7,yes,30-60 min,no,online videos,69.8,65.1,65.0,66.6,c
7906,19,other,public,diploma,6.7,74.4,yes,15-30 min,no,online videos,83.2,84.2,90.1,85.8,a
7907,15,female,private,high school,8.0,74.0,yes,15-30 min,yes,group study,97.6,93.5,98.1,96.4,a
7908,18,other,public,no formal,4.8,96.9,yes,>60 min,yes,notes,72.4,75.7,73.4,73.8,c
7909,16,other,private,high school,1.9,90.6,yes,30-60 min,no,coaching,42.1,44.1,44.7,43.6,f
7910,16,male,public,graduate,7.0,77.2,yes,<15 min,no,online videos,91.8,94.6,95.0,93.8,a
7911,18,female,public,diploma,7.5,84.7,yes,15-30 min,yes,notes,92.0,95.1,95.6,94.2,a
7912,16,female,public,no formal,4.1,91.9,yes,>60 min,yes,coaching,63.4,64.5,61.0,63.0,d
7913,17,other,private,diploma,7.1,66.4,no,<15 min,no,online videos,84.1,85.9,88.3,86.1,a
7914,14,female,public,graduate,5.0,52.6,yes,30-60 min,no,textbook,52.9,59.5,61.5,58.0,d
7915,14,other,private,phd,0.7,83.0,yes,15-30 min,no,textbook,40.7,38.4,37.2,38.8,f
7916,15,female,private,post graduate,2.9,92.9,yes,<15 min,yes,online videos,59.1,53.8,62.6,58.5,d
7917,17,other,public,no formal,3.2,50.3,yes,30-60 min,no,textbook,36.3,35.0,39.1,36.8,f
7918,15,other,private,high school,3.5,66.3,yes,15-30 min,yes,online videos,53.0,53.5,57.8,54.8,e
7919,14,female,public,high school,2.2,71.5,yes,<15 min,no,coaching,40.1,46.3,55.7,47.4,e
7920,16,other,private,diploma,2.2,60.9,yes,30-60 min,no,coaching,50.8,42.9,41.6,45.1,e
7921,17,other,public,graduate,7.2,72.9,yes,15-30 min,yes,group study,92.5,92.6,87.4,90.8,a
7922,17,other,public,high school,0.5,59.0,yes,15-30 min,yes,group study,18.1,20.5,22.3,20.3,f
7923,15,male,private,post graduate,2.7,70.4,yes,15-30 min,no,online videos,53.9,45.5,50.2,49.9,e
7924,14,male,public,post graduate,5.6,85.1,yes,15-30 min,yes,textbook,74.9,80.3,78.1,77.8,b
7925,19,male,private,diploma,3.1,50.0,yes,<15 min,no,mixed,46.3,41.8,49.3,45.8,e
7926,15,female,private,graduate,5.1,59.9,yes,30-60 min,yes,online videos,72.3,70.6,69.9,70.9,c
7927,18,male,public,diploma,3.4,95.2,yes,30-60 min,no,group study,60.6,57.6,64.7,61.0,d
7928,18,female,public,graduate,5.2,63.1,yes,30-60 min,yes,textbook,62.6,62.2,68.7,64.5,d
7929,18,other,private,post graduate,2.0,50.0,yes,15-30 min,yes,mixed,37.3,41.7,39.8,39.6,f
7930,15,female,private,high school,0.5,77.5,yes,<15 min,no,mixed,25.6,30.7,25.4,27.2,f
7931,18,other,public,graduate,3.4,73.9,yes,15-30 min,no,textbook,45.6,54.2,52.0,50.6,e
7932,18,male,private,no formal,0.5,77.1,yes,<15 min,yes,textbook,32.5,32.3,31.6,32.1,f
7933,17,other,private,diploma,4.1,75.8,yes,15-30 min,yes,textbook,64.3,57.2,59.4,60.3,d
7934,16,other,public,graduate,1.8,93.3,yes,<15 min,no,group study,44.9,46.9,43.5,45.1,e
